BE_dados_as.dat,CPS_dados_as.dat,SiO2 3/2_1_dados_as.dat,SiO2 1/2_2_dados_as.dat,Si 3/2_3_dados_as.dat,Si 1/2_4_dados_as.dat,Si 1+ 3/2_5_dados_as.dat,Si 1+ 1/2_6_dados_as.dat,Si 3+ 3/2_7_dados_as.dat,Si 3+ 1/2_8_dados_as.dat,Background_dados_as.dat,Envelope_dados_as.dat,Normalised_Residual_dados_as.dat,Residual_dados_as.dat
104.16,83.1685,48.8305,70.135,36.4827,36.4805,36.4994,36.4877,37.0245,36.9532,36.4622,83.6579,0.0536642,0.4894
104.14,85.9947,49.6529,71.5481,36.4537,36.4513,36.4707,36.4589,37.0043,36.9361,36.4331,85.944,-0.00546338,-0.0506638
104.12,88.2399,50.516,72.993,36.4248,36.4225,36.442,36.4302,36.9843,36.9196,36.4041,88.3035,0.00677517,0.0636433
104.1,91.2624,51.4604,74.4543,36.396,36.3937,36.4134,36.4016,36.9645,36.9037,36.3752,90.7614,-0.0524414,-0.50098
104.08,93.4919,52.4358,75.9315,36.3673,36.3649,36.385,36.373,36.9452,36.8888,36.3463,93.2674,-0.0232175,-0.224493
104.06,96.1218,53.4952,77.4284,36.3387,36.3363,36.3566,36.3445,36.9261,36.8744,36.3175,95.8778,-0.0248918,-0.244043
104.04,99.7095,54.6066,78.9318,36.3101,36.3078,36.3282,36.3161,36.9073,36.861,36.2888,98.5474,-0.116376,-1.16207
104.02,101.743,55.7732,80.4482,36.2817,36.2793,36.3,36.2878,36.889,36.8487,36.2602,101.287,-0.0452375,-0.4563
104,102.905,57.0299,81.9669,36.2533,36.251,36.2719,36.2597,36.871,36.837,36.2317,104.119,0.119678,1.21404
103.98,107.788,58.3226,83.4887,36.225,36.2227,36.2439,36.2316,36.8534,36.8268,36.2033,106.992,-0.0766799,-0.796098
103.96,110.002,59.7199,85.0063,36.1969,36.1946,36.216,36.2036,36.8362,36.8176,36.1749,109.967,-0.00338393,-0.0354913
103.94,113.888,61.1694,86.5215,36.1688,36.1666,36.1883,36.1758,36.8193,36.8093,36.1467,112.992,-0.0839873,-0.896298
103.92,117.201,62.6891,88.0215,36.1409,36.1387,36.1606,36.148,36.803,36.8029,36.1187,116.074,-0.104099,-1.12697
103.9,117.883,64.302,89.5105,36.1131,36.1109,36.1331,36.1204,36.7872,36.7974,36.0907,119.24,0.124952,1.35665
103.88,122.743,65.9546,90.9822,36.0854,36.0832,36.1057,36.0929,36.7717,36.7935,36.0628,122.429,-0.0283097,-0.313641
103.86,124.635,67.7291,92.4255,36.0578,36.0557,36.0784,36.0656,36.7569,36.7914,36.0351,125.715,0.0967111,1.07968
103.84,127.877,69.5517,93.856,36.0305,36.0283,36.0513,36.0384,36.7426,36.7906,36.0075,129.036,0.102529,1.15942
103.82,130.664,71.4568,95.2343,36.0032,36.001,36.0243,36.0113,36.7288,36.792,35.9801,132.391,0.151089,1.72707
103.8,135.484,73.4512,96.5908,35.9761,35.9739,35.9974,35.9844,36.7157,36.7952,35.9528,135.815,0.0284762,0.331457
103.78,137.761,75.4874,97.9035,35.9492,35.9469,35.9707,35.9576,36.7031,36.7998,35.9256,139.239,0.125937,1.47815
103.76,142.668,77.6533,99.1655,35.9224,35.9201,35.9442,35.931,36.6913,36.8077,35.8986,142.746,0.00649012,0.0775204
103.74,144.717,79.8595,100.4,35.8957,35.8934,35.9179,35.9046,36.6802,36.8172,35.8717,146.266,0.128791,1.54934
103.72,152.693,82.1541,101.547,35.8693,35.8669,35.8917,35.8783,36.6697,36.8289,35.845,149.79,-0.234894,-2.90256
103.7,155.652,84.5262,102.662,35.843,35.8406,35.8657,35.8523,36.6603,36.844,35.8185,153.364,-0.183373,-2.28777
103.68,156.225,86.9453,103.702,35.8169,35.8145,35.8398,35.8264,36.6515,36.8609,35.7922,156.912,0.0549575,0.686914
103.66,159.727,89.4756,104.674,35.7909,35.7885,35.8142,35.8007,36.6436,36.8812,35.766,160.507,0.0617258,0.78011
103.64,162.09,92.0415,105.6,35.7651,35.7628,35.7888,35.7751,36.6369,36.9047,35.74,164.094,0.157441,2.00445
103.62,167.75,94.691,106.412,35.7396,35.7372,35.7635,35.7498,36.6309,36.9303,35.7142,167.654,-0.00738675,-0.095672
103.6,171.824,97.3985,107.182,35.7142,35.7118,35.7385,35.7247,36.6262,36.9606,35.6887,171.236,-0.044834,-0.587691
103.58,173.065,100.151,107.847,35.689,35.6867,35.7137,35.6998,36.6226,36.9938,35.6633,174.76,0.128858,1.69518
103.56,178.929,102.984,108.435,35.6641,35.6617,35.6891,35.6751,36.6199,37.0299,35.6381,178.292,-0.0476309,-0.637132
103.54,181.661,105.843,108.956,35.639,35.637,35.6647,35.6507,36.6191,37.0714,35.6131,181.789,0.0094741,0.127694
103.52,183.38,108.766,109.349,35.6144,35.6124,35.6405,35.6264,36.6193,37.1156,35.5884,185.226,0.136311,1.84589
103.5,189.151,111.722,109.695,35.5901,35.5882,35.6166,35.6024,36.6208,37.1643,35.5638,188.653,-0.036205,-0.497935
103.48,190.399,114.71,109.91,35.5661,35.5641,35.5929,35.5787,36.6245,37.2179,35.5395,191.987,0.115115,1.58841
103.46,194.654,117.737,110.05,35.5422,35.5403,35.5695,35.5552,36.6293,37.2745,35.5155,195.29,0.0455984,0.636182
103.44,196.852,120.778,110.106,35.5186,35.5167,35.5463,35.5319,36.6361,37.3374,35.4916,198.53,0.119563,1.67752
103.42,200.542,123.844,110.037,35.4953,35.4933,35.5233,35.5089,36.6451,37.4045,35.468,201.675,0.0800259,1.13327
103.4,201.829,126.915,109.918,35.4722,35.4702,35.5007,35.4861,36.6554,37.4753,35.4447,204.78,0.20774,2.95129
103.38,205.433,129.992,109.656,35.4493,35.4474,35.4782,35.4637,36.6687,37.5536,35.4216,207.758,0.162215,2.32502
103.36,210.771,133.061,109.33,35.4267,35.4248,35.4561,35.4414,36.684,37.6355,35.3987,210.668,-0.00706039,-0.102502
103.34,214.539,136.126,108.912,35.4044,35.4025,35.4342,35.4195,36.7012,37.7227,35.3762,213.489,-0.0716659,-1.0497
103.32,218.857,139.16,108.385,35.3823,35.3805,35.4126,35.3978,36.7223,37.8167,35.3539,216.18,-0.180948,-2.67691
103.3,218.928,142.171,107.812,35.3605,35.3587,35.3913,35.3764,36.7453,37.9144,35.3318,218.807,-0.00816802,-0.120856
103.28,220.011,145.149,107.1,35.339,35.3372,35.3703,35.3554,36.7713,38.0194,35.3101,221.271,0.0849702,1.26034
103.26,223.913,148.069,106.341,35.3178,35.316,35.3495,35.3346,36.8012,38.1299,35.2886,223.639,-0.0182819,-0.273566
103.24,228.984,150.964,105.494,35.2969,35.2951,35.3291,35.3141,36.8334,38.2444,35.2674,225.9,-0.203805,-3.08402
103.22,227.359,153.755,104.564,35.2762,35.2745,35.309,35.2939,36.8702,38.3679,35.2465,227.985,0.0415349,0.626281
103.2,229.926,156.502,103.592,35.2559,35.2542,35.2891,35.274,36.9107,38.4956,35.2259,229.993,0.00439716,0.0666755
103.18,230.523,159.161,102.507,35.2358,35.2342,35.2696,35.2544,36.9539,38.6288,35.2055,231.807,0.084553,1.28377
103.16,237.164,161.719,101.39,35.2161,35.2144,35.2504,35.2352,37.0037,38.7698,35.1855,233.501,-0.237869,-3.66322
103.14,236.01,164.222,100.201,35.1966,35.195,35.2315,35.2162,37.0567,38.9148,35.1658,235.073,-0.0609778,-0.936779
103.12,237.847,166.55,98.9556,35.1775,35.1759,35.2129,35.1976,37.1141,39.0669,35.1463,236.426,-0.0921475,-1.42113
103.1,240.163,168.814,97.6753,35.1586,35.1571,35.1947,35.1793,37.1782,39.225,35.1272,237.692,-0.159478,-2.47147
103.08,239.417,170.928,96.3226,35.1401,35.1386,35.1768,35.1613,37.2459,39.3871,35.1084,238.741,-0.0436595,-0.675547
103.06,240.485,172.907,94.9485,35.1219,35.1204,35.1592,35.1437,37.3203,39.5573,35.0899,239.649,-0.0539111,-0.83603
103.04,241.867,174.791,93.5246,35.104,35.1025,35.1419,35.1264,37.401,39.7318,35.0717,240.422,-0.0929376,-1.44537
103.02,242.754,176.449,92.0715,35.0864,35.085,35.1249,35.1094,37.4858,39.9108,35.0538,240.946,-0.116029,-1.80779
103,243.735,178.024,90.595,35.0692,35.0678,35.1083,35.0928,37.5801,40.0969,35.0362,241.38,-0.150832,-2.35479
102.98,240.108,179.386,89.0835,35.0522,35.0508,35.092,35.0765,37.68,40.2863,35.0189,241.575,0.0946502,1.46665
102.96,241.985,180.596,87.5619,35.0356,35.0342,35.0761,35.0605,37.7856,40.4809,35.002,241.617,-0.0236714,-0.368229
102.94,240.807,181.671,86.0172,35.0192,35.018,35.0604,35.0448,37.9019,40.6803,34.9853,241.515,0.0456379,0.708207
102.92,238.994,182.491,84.4646,35.0032,35.002,35.0451,35.0295,38.0234,40.8825,34.969,241.159,0.140034,2.16484
102.9,240.053,183.216,82.9038,34.9875,34.9863,35.0302,35.0146,38.1538,41.0897,34.9529,240.711,0.0424907,0.658336
102.88,243.735,183.678,81.339,34.9721,34.971,35.0155,34.9999,38.294,41.2995,34.9372,240.009,-0.238671,-3.72613
102.86,237.926,183.991,79.7741,34.9571,34.956,35.0012,34.9856,38.4399,41.5117,34.9218,239.164,0.0802626,1.23804
102.84,240.689,184.136,78.214,34.9423,34.9413,34.9873,34.9717,38.5983,41.7272,34.9067,238.171,-0.162297,-2.5179
102.82,232.038,184.03,76.6608,34.9279,34.9269,34.9736,34.958,38.7649,41.9438,34.8919,236.943,0.321973,4.90456
102.8,232.611,183.824,75.1162,34.9137,34.9128,34.9603,34.9448,38.9386,42.1619,34.8774,235.63,0.197976,3.01944
102.78,236.466,183.332,73.5899,34.8999,34.899,34.9473,34.9318,39.1272,42.3805,34.8632,234.065,-0.15613,-2.40089
102.76,233.687,182.711,72.072,34.8864,34.8855,34.9347,34.9192,39.3227,42.5993,34.8493,232.386,-0.0851139,-1.30112
102.74,233.208,181.908,70.5844,34.8731,34.8724,34.9223,34.9069,39.5287,42.8173,34.8357,230.563,-0.173192,-2.64485
102.72,227.752,180.885,69.112,34.8602,34.8595,34.9103,34.8949,39.748,43.0336,34.8224,228.547,0.0527064,0.795416
102.7,225.389,179.769,67.6644,34.8476,34.8469,34.8986,34.8833,39.9746,43.2488,34.8094,226.468,0.0718741,1.07904
102.68,222.241,178.377,66.2488,34.8353,34.8347,34.8872,34.872,40.2153,43.4592,34.7966,224.153,0.128263,1.91211
102.66,223.159,176.889,64.8478,34.8232,34.8227,34.8762,34.861,40.4669,43.6666,34.7842,221.764,-0.0933757,-1.39489
102.64,218.747,175.226,63.4979,34.8115,34.811,34.8654,34.8504,40.726,43.8702,34.772,219.254,0.0343058,0.507386
102.62,216.36,173.395,62.1662,34.8,34.7996,34.855,34.8401,41.0031,44.0657,34.7601,216.604,0.0165696,0.243725
102.6,212.2,171.481,60.8726,34.7888,34.7885,34.8448,34.8301,41.2881,44.2568,34.7485,213.911,0.117452,1.71093
102.58,213.44,169.341,59.6168,34.7779,34.7776,34.835,34.8204,41.5837,44.4392,34.7372,211.031,-0.164881,-2.40884
102.56,206.861,167.136,58.383,34.7672,34.7671,34.8255,34.811,41.8947,44.6119,34.7261,208.113,0.0870737,1.25235
102.54,205.024,164.785,57.2082,34.7568,34.7568,34.8162,34.802,42.2134,44.7785,34.7153,205.11,0.00601068,0.0860649
102.52,200.581,162.323,56.0537,34.7467,34.7468,34.8073,34.7932,42.5458,44.9296,34.7047,202.013,0.101133,1.43232
102.5,197.841,159.791,54.9466,34.7369,34.737,34.7986,34.7848,42.89,45.0711,34.6944,198.895,0.0749227,1.05383
102.48,194.191,157.113,53.8772,34.7273,34.7275,34.7902,34.7767,43.2417,45.2029,34.6843,195.666,0.105846,1.47499
102.46,191.317,154.392,52.8356,34.7179,34.7182,34.7822,34.7689,43.6093,45.3148,34.6745,192.417,0.0795523,1.10035
102.44,189.103,151.571,51.8525,34.7088,34.7092,34.7743,34.7614,43.9852,45.4172,34.6649,189.125,0.00159187,0.0218905
102.42,187.934,148.691,50.89,34.6999,34.7004,34.7668,34.7542,44.3695,45.5034,34.6555,185.787,-0.156649,-2.14748
102.4,181.857,145.764,49.9798,34.6913,34.6919,34.7595,34.7473,44.7678,45.5707,34.6464,182.447,0.0437852,0.590463
102.38,177.971,142.767,49.1029,34.6829,34.6836,34.7526,34.7407,45.1723,45.6273,34.6375,179.067,0.0821257,1.0956
102.36,173.073,139.749,48.2574,34.6747,34.6755,34.7458,34.7344,45.5867,45.6609,34.6288,175.683,0.198356,2.60952
102.34,172.146,136.684,47.4644,34.6667,34.6677,34.7394,34.7285,46.0103,45.6789,34.6203,172.298,0.0115637,0.151721
102.32,168.213,133.603,46.691,34.659,34.66,34.7331,34.7228,46.4391,45.6849,34.612,168.909,0.0536618,0.695977
102.3,166.306,130.506,45.9701,34.6514,34.6526,34.7272,34.7175,46.8774,45.6633,34.6039,165.538,-0.0595807,-0.768351
102.28,160.7,127.4,45.2764,34.6441,34.6454,34.7215,34.7125,47.3207,45.6303,34.5961,162.178,0.116602,1.47813
102.26,157.803,124.293,44.6147,34.637,34.6384,34.716,34.7078,47.7681,45.5803,34.5884,158.837,0.0822919,1.03375
102.24,155.645,121.196,43.9967,34.63,34.6316,34.7108,34.7034,48.2218,45.5086,34.5809,155.533,-0.0090124,-0.112437
102.22,152.952,118.111,43.3964,34.6233,34.625,34.7059,34.6994,48.6774,45.4262,34.5735,152.25,-0.0567716,-0.702116
102.2,148.171,115.044,42.8451,34.6167,34.6186,34.7011,34.6957,49.1354,45.3234,34.5664,149.015,0.0693638,0.844334
102.18,145.808,112.013,42.3142,34.6103,34.6124,34.6966,34.6923,49.5941,45.2057,34.5594,145.823,0.0012247,0.0147884
102.16,142.997,108.998,41.8139,34.6041,34.6063,34.6924,34.6894,50.0526,45.0783,34.5526,142.667,-0.0276115,-0.330182
102.14,140.36,106.043,41.3476,34.5981,34.6005,34.6884,34.6868,50.5091,44.9298,34.546,139.582,-0.0656738,-0.778061
102.12,134.723,103.119,40.8963,34.5922,34.5948,34.6846,34.6845,50.9618,44.7725,34.5395,136.529,0.155617,1.80625
102.1,134.425,100.243,40.4883,34.5865,34.5893,34.681,34.6827,51.412,44.6045,34.5331,133.556,-0.0749812,-0.869346
102.08,131.959,97.4312,40.0945,34.581,34.5839,34.6777,34.6813,51.8521,44.4217,34.5269,130.635,-0.115274,-1.32419
102.06,127.336,94.648,39.728,34.5756,34.5787,34.6746,34.6804,52.2858,44.2326,34.5209,127.757,0.0373471,0.421437
102.04,125.553,91.9668,39.3865,34.5704,34.5737,34.6717,34.6799,52.7113,44.033,34.515,124.988,-0.0503948,-0.564675
102.02,123.764,89.3213,39.0582,34.5653,34.5689,34.6691,34.6798,53.1204,43.8251,34.5092,122.243,-0.136685,-1.52061
102,120.992,86.7517,38.7639,34.5604,34.5641,34.6667,34.6803,53.5202,43.6125,34.5036,119.595,-0.127031,-1.3973
101.98,118.763,84.2573,38.4799,34.5556,34.5596,34.6645,34.6814,53.9022,43.3913,34.4981,117.005,-0.16131,-1.75793
101.96,113.903,81.8066,38.2189,34.551,34.5552,34.6626,34.683,54.2643,43.1664,34.4927,114.459,0.0520786,0.555811
101.94,112.789,79.4734,37.9753,34.5465,34.5509,34.6608,34.6852,54.614,42.938,34.4875,112.032,-0.0712998,-0.75722
101.92,110.787,77.1803,37.7436,34.5421,34.5468,34.6593,34.6879,54.9322,42.7049,34.4823,109.621,-0.110801,-1.16624
101.9,107.827,74.9817,37.5359,34.5378,34.5428,34.6581,34.6915,55.2307,42.4705,34.4773,107.308,-0.0499958,-0.519155
101.88,104.506,72.8581,37.336,34.5337,34.5389,34.6571,34.6958,55.5097,42.234,34.4724,105.056,0.0538401,0.550398
101.86,104.687,70.7899,37.1545,34.5297,34.5352,34.6563,34.7008,55.7483,41.9966,34.4676,102.838,-0.180698,-1.84884
101.84,101.036,68.838,36.9846,34.5258,34.5316,34.6558,34.7066,55.9674,41.759,34.4629,100.729,-0.0305723,-0.307303
101.82,100.275,66.9272,36.8246,34.522,34.5281,34.6555,34.7132,56.154,41.5218,34.4583,98.6386,-0.163414,-1.63638
101.8,99.5447,65.1205,36.6809,34.5184,34.5248,34.6555,34.7208,56.3023,41.2858,34.4538,96.6327,-0.291869,-2.91204
101.78,95.2347,63.3803,36.5429,34.5149,34.5216,34.6558,34.7294,56.429,41.0507,34.4494,94.6789,-0.056949,-0.555756
101.76,94.3712,61.7024,36.4191,34.5114,34.5185,34.6564,34.7391,56.5093,40.8188,34.4451,92.7595,-0.165912,-1.61175
101.74,92.9031,60.129,36.3025,34.5081,34.5155,34.6572,34.7497,56.5581,40.5887,34.4408,90.923,-0.205433,-1.98009
101.72,87.4313,58.5947,36.1938,34.5049,34.5127,34.6583,34.7614,56.5824,40.3614,34.4367,89.1126,0.179813,1.68134
101.7,85.7277,57.165,36.0956,34.5018,34.51,34.6597,34.7745,56.5513,40.1385,34.4326,87.3679,0.177152,1.64023
101.68,84.7464,55.7893,36.0015,34.4988,34.5073,34.6615,34.7889,56.4971,39.9182,34.4287,85.662,0.0994573,0.915582
101.66,82.4148,54.4775,35.9178,34.4958,34.5048,34.6636,34.8046,56.4086,39.7028,34.4248,84.0022,0.174852,1.58735
101.64,81.8417,53.2527,35.8384,34.493,34.5024,34.666,34.8216,56.2764,39.4919,34.4209,82.396,0.0612715,0.554302
101.62,81.2451,52.0628,35.765,34.4903,34.5001,34.6688,34.84,56.1224,39.284,34.4172,80.8133,-0.0479074,-0.431819
101.6,79.1098,50.9709,35.6982,34.4876,34.4979,34.672,34.8601,55.9276,39.0834,34.4135,79.3035,0.021776,0.193684
101.58,77.0451,49.9195,35.6341,34.4851,34.4959,34.6757,34.8819,55.7025,38.8867,34.4098,77.8125,0.0874261,0.767385
101.56,76.1344,48.9289,35.5775,34.4826,34.4939,34.6798,34.9053,55.4577,38.6944,34.4063,76.3761,0.0277005,0.241701
101.54,72.7901,48.0062,35.5233,34.4802,34.492,34.6844,34.9303,55.1704,38.5096,34.4028,74.9768,0.256307,2.18674
101.52,71.7538,47.1131,35.4734,34.4779,34.4903,34.6894,34.9569,54.8654,38.3284,34.3993,73.5994,0.217882,1.84563
101.5,70.6861,46.3063,35.4275,34.4757,34.4886,34.6951,34.9856,54.5386,38.1536,34.396,72.2993,0.191882,1.61325
101.48,70.8039,45.5278,35.3835,34.4735,34.4871,34.7014,35.0162,54.1821,37.9851,34.3926,71.0083,0.0242915,0.204401
101.46,70.4742,44.8035,35.3446,34.4715,34.4856,34.7083,35.0487,53.8128,37.8203,34.3894,69.7697,-0.0839215,-0.704511
101.44,67.593,44.129,35.307,34.4695,34.4843,34.7158,35.083,53.4221,37.6636,34.3861,68.5714,0.119004,0.978389
101.42,67.0356,43.4809,35.2724,34.4676,34.483,34.7241,35.1191,53.0147,37.5117,34.383,67.3928,0.0436232,0.357166
101.4,64.9553,42.9005,35.2402,34.4658,34.4819,34.7332,35.1575,52.5977,37.3641,34.3798,66.282,0.164617,1.32673
101.38,65.2065,42.3403,35.2094,34.464,34.4809,34.7433,35.198,52.1632,37.2249,34.3768,65.1868,-0.00244496,-0.0197432
101.36,63.2124,41.826,35.1816,34.4624,34.48,34.7542,35.2404,51.7212,37.0894,34.3737,64.1391,0.116551,0.926653
101.34,63.5657,41.3464,35.1547,34.4608,34.4792,34.7661,35.2847,51.2719,36.9597,34.3707,63.1283,-0.0548666,-0.437441
101.32,62.9769,40.8903,35.1299,34.4593,34.4785,34.779,35.3308,50.813,36.8365,34.3678,62.1427,-0.105122,-0.83423
101.3,61.9328,40.482,35.1064,34.4578,34.4779,34.7932,35.3791,50.3512,36.7169,34.3649,61.2104,-0.091797,-0.722418
101.28,60.8965,40.0892,35.084,34.4565,34.4774,34.8088,35.4294,49.8852,36.6043,34.362,60.3005,-0.0763762,-0.596011
101.26,58.5963,39.7331,35.0634,34.4552,34.4771,34.8256,35.4814,49.4172,36.4963,34.3592,59.4348,0.109535,0.838473
101.24,58.9182,39.3999,35.0433,34.454,34.4768,34.8438,35.5351,48.9487,36.3918,34.3564,58.5984,-0.0416656,-0.319817
101.22,57.6935,39.0864,35.0247,34.4528,34.4767,34.8635,35.5903,48.4808,36.2949,34.3537,57.7943,0.0132684,0.100782
101.2,58.6042,38.8053,35.0068,34.4518,34.4767,34.885,35.6472,48.015,36.2011,34.351,57.0321,-0.205357,-1.57208
101.18,56.3432,38.5354,34.9897,34.4508,34.4769,34.9084,35.7056,47.5509,36.1117,34.3483,56.2913,-0.00691947,-0.051939
101.16,55.3933,38.2937,34.9736,34.4499,34.4771,34.9337,35.7651,47.093,36.028,34.3457,55.5946,0.0270447,0.201285
101.14,54.726,38.0664,34.9579,34.4491,34.4775,34.9608,35.8257,46.6388,35.9472,34.343,54.922,0.0264938,0.195993
101.12,55.5189,37.8546,34.9432,34.4483,34.478,34.9899,35.8871,46.1899,35.8714,34.3405,54.2791,-0.166391,-1.2398
101.1,54.1608,37.6639,34.9289,34.4476,34.4787,35.0217,35.9492,45.7497,35.7996,34.3379,53.6737,-0.0661845,-0.487078
101.08,52.1118,37.481,34.9151,34.447,34.4795,35.0559,36.0116,45.3144,35.7303,34.3354,53.0872,0.135118,0.975397
101.06,52.5122,37.3189,34.902,34.4465,34.4804,35.0926,36.0741,44.8889,35.6665,34.3329,52.5397,0.00379618,0.0275092
101.04,52.4729,37.1654,34.8892,34.4461,34.4815,35.1319,36.1364,44.4723,35.6052,34.3304,52.0149,-0.0632244,-0.457986
101.02,51.2875,37.0237,34.877,34.4457,34.4828,35.1737,36.1982,44.0616,35.5468,34.328,51.5135,0.0315547,0.22598
101,51.578,36.895,34.8651,34.4454,34.4842,35.2189,36.2589,43.6655,35.4928,34.3256,51.0467,-0.0739811,-0.531316
100.98,50.4946,36.7717,34.8536,34.4452,34.4858,35.2673,36.3181,43.2769,35.4407,34.3232,50.597,0.0144175,0.10245
100.96,51.4131,36.6632,34.8424,34.4451,34.4875,35.3188,36.3756,42.8971,35.3919,34.3208,50.1759,-0.172548,-1.23722
100.94,49.8037,36.5595,34.8315,34.4451,34.4895,35.3734,36.431,42.5321,35.3461,34.3185,49.7788,-0.00353388,-0.0249392
100.92,49.3484,36.4643,34.821,34.4451,34.4916,35.4313,36.4839,42.1744,35.302,34.3162,49.4004,0.00739997,0.0519836
100.9,49.0658,36.377,34.8108,34.4453,34.4939,35.4931,36.5332,41.8292,35.2613,34.3139,49.0465,-0.0027531,-0.0192846
100.88,49.3484,36.2934,34.8008,34.4455,34.4964,35.5588,36.5784,41.4965,35.2225,34.3116,48.711,-0.0907287,-0.637354
100.86,47.9589,36.2198,34.791,34.4459,34.4991,35.628,36.6196,41.1712,35.1853,34.3094,48.3944,0.0628927,0.435547
100.84,47.7783,36.1488,34.7815,34.4463,34.5021,35.7008,36.6564,40.8621,35.1512,34.3071,48.0992,0.0464212,0.320872
100.82,47.8176,36.0838,34.7722,34.4469,34.5053,35.7773,36.6884,40.5623,35.1182,34.3049,47.8199,0.000329953,0.00228163
100.8,47.3701,36.0234,34.7631,34.4475,34.5087,35.8581,36.7141,40.2712,35.0872,34.3027,47.5542,0.026742,0.184054
100.78,49.3249,35.9658,34.7542,34.4482,34.5124,35.9431,36.7335,39.9968,35.0582,34.3006,47.3083,-0.287141,-2.01664
100.76,47.4643,35.9141,34.7455,34.4491,34.5163,36.0318,36.7469,39.7298,35.0302,34.2984,47.0748,-0.0565313,-0.389469
100.74,48.108,35.8642,34.737,34.45,34.5206,36.1242,36.7544,39.4742,35.0042,34.2963,46.8546,-0.180703,-1.25336
100.72,47.1267,35.8184,34.7287,34.4511,34.5251,36.2202,36.7556,39.2317,34.9795,34.2942,46.6509,-0.0693092,-0.4758
100.7,46.7813,35.7751,34.7205,34.4523,34.53,36.3206,36.7494,38.9962,34.9556,34.2921,46.4549,-0.0477268,-0.326437
100.68,46.4123,35.734,34.7125,34.4536,34.5351,36.4248,36.7362,38.7745,34.9337,34.29,46.2741,-0.0202868,-0.138207
100.66,46.3731,35.6963,34.7046,34.4551,34.5407,36.5324,36.717,38.5622,34.9125,34.288,46.1048,-0.0394058,-0.268345
100.64,45.9805,35.6597,34.6969,34.4566,34.5466,36.6432,36.692,38.3566,34.8922,34.286,45.9422,-0.00564714,-0.0382927
100.62,46.483,35.6259,34.6893,34.4583,34.553,36.7571,36.6615,38.1664,34.8733,34.2839,45.7971,-0.100599,-0.685869
100.6,44.8893,35.5936,34.6818,34.4602,34.5597,36.8744,36.6246,37.9822,34.855,34.282,45.6578,0.11471,0.768548
100.58,45.4231,35.5627,34.6746,34.4622,34.5669,36.9946,36.5824,37.8068,34.8377,34.28,45.528,0.015562,0.104883
100.56,45.6979,35.5339,34.6674,34.4643,34.5747,37.117,36.5359,37.6427,34.8212,34.278,45.411,-0.0424432,-0.286917
100.54,44.6145,35.5058,34.6603,34.4666,34.5829,37.2413,36.4856,37.4843,34.8052,34.2761,45.2995,0.10256,0.685039
100.52,44.0964,35.4796,34.6534,34.469,34.5917,37.3673,36.4317,37.3359,34.7903,34.2741,45.1999,0.166183,1.10354
100.5,44.5988,35.4542,34.6465,34.4717,34.6013,37.4947,36.3742,37.1955,34.7758,34.2722,45.1082,0.0762845,0.509446
100.48,45.4231,35.4298,34.6398,34.4744,34.6115,37.6227,36.3139,37.0601,34.7618,34.2703,45.022,-0.0595167,-0.401123
100.46,44.5203,35.4067,34.6332,34.4774,34.6224,37.7508,36.2517,36.9356,34.7487,34.2684,44.9475,0.0640289,0.427223
100.44,45.0463,35.3841,34.6267,34.4806,34.6342,37.8784,36.1879,36.8161,34.7358,34.2666,44.8779,-0.0250896,-0.168392
100.42,44.8187,35.3627,34.6203,34.4839,34.6471,38.005,36.1228,36.7023,34.7236,34.2647,44.8148,-0.000587121,-0.00393059
100.4,44.3555,35.3419,34.614,34.4875,34.661,38.1295,36.0566,36.5973,34.7118,34.2629,44.7594,0.0606478,0.403914
100.38,44.5596,35.3218,34.6078,34.4913,34.676,38.251,35.9899,36.4961,34.7003,34.261,44.7068,0.0220583,0.147246
100.36,42.8168,35.3025,34.6017,34.4953,34.6925,38.3689,35.9231,36.4014,34.6894,34.2592,44.66,0.281686,1.8432
100.34,43.1151,35.2835,34.5957,34.4995,34.7106,38.4825,35.8564,36.3127,34.6788,34.2574,44.6174,0.228798,1.50233
100.32,44.4261,35.2654,34.5898,34.504,34.7304,38.5911,35.79,36.2273,34.6684,34.2557,44.5768,0.0226026,0.150653
100.3,44.4889,35.2476,34.5839,34.5087,34.7521,38.6925,35.7244,36.1487,34.6586,34.2539,44.5392,0.00754131,0.0503006
100.28,44.2927,35.2305,34.5782,34.5137,34.7763,38.7858,35.6597,36.0738,34.6489,34.2522,44.5019,0.0314297,0.209173
100.26,42.9502,35.2138,34.5725,34.519,34.8031,38.8709,35.5961,36.0023,34.6396,34.2504,44.4643,0.231038,1.51414
100.24,43.8687,35.1973,34.567,34.5246,34.8328,38.9472,35.5336,35.9367,34.6305,34.2487,44.4289,0.0845842,0.560231
100.22,44.9521,35.1816,34.5615,34.5305,34.8658,39.0139,35.4724,35.8736,34.6217,34.247,44.3921,-0.0835172,-0.559952
100.2,44.5203,35.166,34.5561,34.5367,34.9031,39.068,35.4129,35.8142,34.6132,34.2453,44.3532,-0.0250437,-0.167101
100.18,43.7117,35.1509,34.5507,34.5433,34.9446,39.1094,35.3552,35.7589,34.6049,34.2436,44.3126,0.090886,0.600891
100.16,43.6411,35.1362,34.5455,34.5502,34.9908,39.139,35.2992,35.7056,34.5967,34.242,44.2695,0.0951172,0.628358
100.14,43.8609,35.1217,34.5403,34.5576,35.0429,39.1564,35.2448,35.6562,34.5889,34.2403,44.2266,0.0552134,0.365665
